item_code,stockout_rate,naive_bias,correct_bias
FG-FRAPPE-CARAMEL,0.053333333333333344,4.807324578921579,6.23841822024691
FG-LATTE-SPICED,0.04906204906204903,0.02536868745356157,0.8164623338808291
FG-COLDBREW,0.04421052631578948,2.21161883095537,3.452390666271886
FG-FRAPPE-MOCHA,0.041907514450867045,-2.4732498965536567,-0.9879264864921287
FG-LATTE-MOCHA,0.033269961977186346,-1.0019949700249404,-0.1811414553269684
FG-LATTE-STD,0.025411764705882356,-1.3766780644569154,0.7196449853565263
FG-BREWED,0.020634920634920673,-2.412353228094182,-1.6099030287522922
FG-AMERICANO,0.0039215686274509665,1.0364841099699666,1.097668708428324
