z,fulfillment_rate,avg_inventory_value
0.0,0.9560853199498118,3344.5068360902264
0.5,0.9641838713356906,3361.0499568922314
1.0,0.9877951408691684,3372.497259649124
1.5,0.9980609102315501,3395.7511558897254
2.0,0.9986312307516825,3408.580183458647
2.5,0.9998859358959735,3434.414665162908
3.0,0.9998859358959735,3457.9007844611538
0.75,0.978327820234972,3357.859740350878
0.625,0.9746777689061252,3358.7739674185477
0.5625,0.9685183072886963,3362.756536842106
