item_code,stockout_rate,naive_bias,correct_bias
FG-FRAPPE-CARAMEL,0.048684210526315774,3.1247272556503285,4.2096152888715075
FG-FRAPPE-MOCHA,0.045205479452054775,0.16961323028404116,1.9748459285085234
FG-LATTE-SPICED,0.03719599427753939,3.877917225434193,4.699684392593327
FG-LATTE-MOCHA,0.03435468895078919,-0.08154784745169835,0.9780924581326185
FG-COLDBREW,0.03324584426946631,1.5422701080970342,2.67128976685707
FG-LATTE-STD,0.02818853974121993,3.103349430484047,4.437363365267212
FG-BREWED,0.010116731517509692,-0.931272799167372,-0.4475779419883456
FG-AMERICANO,0.0,1.5942251310152915,1.5593732339807016
